course_id,course_name,course_slug,course_description,course_description_short,course_technology,course_topic,course_instructor_quote,section_id,section_name,section_description
78,Accounting and Financial Statement Analysis,accounting-and-financial-statement-analysis,"This Accounting and Financial Statement Analysis course will guide you through the basics of bookkeeping, the main accounting principles, and the practical applications of financial statement analysis.

Accounting is an essential skill for people pursuing a career in finance and a vital function for businesses. Accounting experts help track revenue and expenses, ensure compliance with local laws and regulations, and provide internal and external stakeholders with the quantitative financial information needed for decision-making. In this Accounting and Financial Statement Analysis course, you will learn how to book real business transactions and assess their impact on a company’s financial performance. 

We cover the meaning of debits and credits, T-accounts, accrual accounting, cash flow computations, and the importance of timing of payments. Next, we touch on the essence of financial statement analysis and the most common types of ratios tracked by investors, including activity, profitability, liquidity, solvency, and valuation ratios. Finally, we demonstrate the practical applications of accounting and financial statement analysis with several extensive case studies. 

By the end of this Accounting and Financial Statement Analysis course, you will be able to book basic accounting transactions, prepare core financial statements, and analyze the financial indicators of real-life companies, such as P&G, Tesla, and others.

Sign up now to enhance your finance career and master the art of accounting and financial statement analysis!","Unlock the secrets of accounting and financial statement analysis and take your career to the next level. Through hands-on instructions, practical examples, and real-life business case studies, you'll learn the fundamental concepts and techniques used in accounting and financial analysis.",excel,financial analysis,Accounting is the common language that all businesses speak.,623,Preparing a Cash Flow Statement,This entire section is dedicated to the Cash Flow Statement. We elaborate on the importance of the timing of cash transactions and the difference between cash generation and profitability. You will learn to calculate Net Cash Flow in Excel and build the Cash Flow Statement using the direct and indirect methods.
78,Accounting and Financial Statement Analysis,accounting-and-financial-statement-analysis,"This Accounting and Financial Statement Analysis course will guide you through the basics of bookkeeping, the main accounting principles, and the practical applications of financial statement analysis.

Accounting is an essential skill for people pursuing a career in finance and a vital function for businesses. Accounting experts help track revenue and expenses, ensure compliance with local laws and regulations, and provide internal and external stakeholders with the quantitative financial information needed for decision-making. In this Accounting and Financial Statement Analysis course, you will learn how to book real business transactions and assess their impact on a company’s financial performance. 

We cover the meaning of debits and credits, T-accounts, accrual accounting, cash flow computations, and the importance of timing of payments. Next, we touch on the essence of financial statement analysis and the most common types of ratios tracked by investors, including activity, profitability, liquidity, solvency, and valuation ratios. Finally, we demonstrate the practical applications of accounting and financial statement analysis with several extensive case studies. 

By the end of this Accounting and Financial Statement Analysis course, you will be able to book basic accounting transactions, prepare core financial statements, and analyze the financial indicators of real-life companies, such as P&G, Tesla, and others.

Sign up now to enhance your finance career and master the art of accounting and financial statement analysis!","Unlock the secrets of accounting and financial statement analysis and take your career to the next level. Through hands-on instructions, practical examples, and real-life business case studies, you'll learn the fundamental concepts and techniques used in accounting and financial analysis.",excel,financial analysis,Accounting is the common language that all businesses speak.,624,Introduction to Financial Reporting,"In this section, we switch gears and talk about the importance and practical applications of financial reporting. We go through the financial statements of a real company—Procter & Gamble (P&G)—and the major line items published in its Income Statement, Balance Sheet, and Cash Flow Statement."
78,Accounting and Financial Statement Analysis,accounting-and-financial-statement-analysis,"This Accounting and Financial Statement Analysis course will guide you through the basics of bookkeeping, the main accounting principles, and the practical applications of financial statement analysis.

Accounting is an essential skill for people pursuing a career in finance and a vital function for businesses. Accounting experts help track revenue and expenses, ensure compliance with local laws and regulations, and provide internal and external stakeholders with the quantitative financial information needed for decision-making. In this Accounting and Financial Statement Analysis course, you will learn how to book real business transactions and assess their impact on a company’s financial performance. 

We cover the meaning of debits and credits, T-accounts, accrual accounting, cash flow computations, and the importance of timing of payments. Next, we touch on the essence of financial statement analysis and the most common types of ratios tracked by investors, including activity, profitability, liquidity, solvency, and valuation ratios. Finally, we demonstrate the practical applications of accounting and financial statement analysis with several extensive case studies. 

By the end of this Accounting and Financial Statement Analysis course, you will be able to book basic accounting transactions, prepare core financial statements, and analyze the financial indicators of real-life companies, such as P&G, Tesla, and others.

Sign up now to enhance your finance career and master the art of accounting and financial statement analysis!","Unlock the secrets of accounting and financial statement analysis and take your career to the next level. Through hands-on instructions, practical examples, and real-life business case studies, you'll learn the fundamental concepts and techniques used in accounting and financial analysis.",excel,financial analysis,Accounting is the common language that all businesses speak.,625,Financial Statement Analysis: Science and Practice,"In this core section, we introduce the concept of financial statement analysis and the major financial ratios used by investors. We examine the five key dimensions of ratio analysis (profitability, liquidity, activity, solvency, and valuation) and the difference between horizontal and vertical analysis. We have also included a practical case study in which you will calculate and interpret some multiples based on the financial statements of Procter and Gamble (P&G)."
78,Accounting and Financial Statement Analysis,accounting-and-financial-statement-analysis,"This Accounting and Financial Statement Analysis course will guide you through the basics of bookkeeping, the main accounting principles, and the practical applications of financial statement analysis.

Accounting is an essential skill for people pursuing a career in finance and a vital function for businesses. Accounting experts help track revenue and expenses, ensure compliance with local laws and regulations, and provide internal and external stakeholders with the quantitative financial information needed for decision-making. In this Accounting and Financial Statement Analysis course, you will learn how to book real business transactions and assess their impact on a company’s financial performance. 

We cover the meaning of debits and credits, T-accounts, accrual accounting, cash flow computations, and the importance of timing of payments. Next, we touch on the essence of financial statement analysis and the most common types of ratios tracked by investors, including activity, profitability, liquidity, solvency, and valuation ratios. Finally, we demonstrate the practical applications of accounting and financial statement analysis with several extensive case studies. 

By the end of this Accounting and Financial Statement Analysis course, you will be able to book basic accounting transactions, prepare core financial statements, and analyze the financial indicators of real-life companies, such as P&G, Tesla, and others.

Sign up now to enhance your finance career and master the art of accounting and financial statement analysis!","Unlock the secrets of accounting and financial statement analysis and take your career to the next level. Through hands-on instructions, practical examples, and real-life business case studies, you'll learn the fundamental concepts and techniques used in accounting and financial analysis.",excel,financial analysis,Accounting is the common language that all businesses speak.,626,Financial Statement Analysis - Tesla Exercise,"The last section of the Accounting and Financial Statement Analysis course comprises a complete financial statement analysis case study. We demonstrate how to download, read, and interpret the historical financial information of a real company—Tesla. We calculate and analyze various profitability, activity, liquidity, and solvency ratios and show you how to use them in a company’s evaluation."
78,Accounting and Financial Statement Analysis,accounting-and-financial-statement-analysis,"This Accounting and Financial Statement Analysis course will guide you through the basics of bookkeeping, the main accounting principles, and the practical applications of financial statement analysis.

Accounting is an essential skill for people pursuing a career in finance and a vital function for businesses. Accounting experts help track revenue and expenses, ensure compliance with local laws and regulations, and provide internal and external stakeholders with the quantitative financial information needed for decision-making. In this Accounting and Financial Statement Analysis course, you will learn how to book real business transactions and assess their impact on a company’s financial performance. 

We cover the meaning of debits and credits, T-accounts, accrual accounting, cash flow computations, and the importance of timing of payments. Next, we touch on the essence of financial statement analysis and the most common types of ratios tracked by investors, including activity, profitability, liquidity, solvency, and valuation ratios. Finally, we demonstrate the practical applications of accounting and financial statement analysis with several extensive case studies. 

By the end of this Accounting and Financial Statement Analysis course, you will be able to book basic accounting transactions, prepare core financial statements, and analyze the financial indicators of real-life companies, such as P&G, Tesla, and others.

Sign up now to enhance your finance career and master the art of accounting and financial statement analysis!","Unlock the secrets of accounting and financial statement analysis and take your career to the next level. Through hands-on instructions, practical examples, and real-life business case studies, you'll learn the fundamental concepts and techniques used in accounting and financial analysis.",excel,financial analysis,Accounting is the common language that all businesses speak.,627,Course Completion,Congratulations! You have now completed this course. 
79,Fundamentals of Financial Reporting,fundamentals-of-financial-reporting,"True and fair financial reports are crucial for the financial operations of companies from all industries. They provide valuable business performance information to a wide range of stakeholders, including the firm’s internal management and external investors.

In the Fundamentals of Financial Reporting course, you will learn how to read, understand, and analyze the core financial statements (Income Statement, Balance Sheet, Statement of Changes in Equity, and Cash Flow Statement) and the supplementary financial information (Management Discussions and Analysis, Audit Reports, Notes to the Financial Statements, etc.) published in the Annual Report of a company.

We examine the key aspects of revenue and expense recognition, learn how to calculate EPS and DEPS, distinguish between operating and non-operating components of the Income Statement, and much more.

The Fundamentals of Financial Reporting course covers the specifics of the major current and non-current assets and liabilities and how to evaluate a company’s liquidity and solvency positions.
You will learn to construct a Cash Flow Statement in Excel, convert cash flows from the Indirect to the Direct method, and the difference between Free Cash Flow to the Firm (FCFF) and Free Cash Flow to Equity (FCFE).
We also introduce the concept of “quality” of financial reporting and discuss the possible motivations for low-quality financial reports, the Fraud Triangle, and the most common accounting warning signs.

Sign up now to master your financial reporting skills and take you finance career to the next level!","This course is designed to equip you with the knowledge and skills necessary to effectively read, analyze, and interpret financial statements. You will learn to confidently navigate the complex world of financial reporting, evaluate a company's financial health, identify potential risks, and make strategic financial decisions.",excel,financial analysis,Being able to understand the financial statements of a company means that you can read the story of its business operations.,628,Introduction,"In this introductory lesson, you will meet your instructor and get acquainted with the course structure and topics covered."
79,Fundamentals of Financial Reporting,fundamentals-of-financial-reporting,"True and fair financial reports are crucial for the financial operations of companies from all industries. They provide valuable business performance information to a wide range of stakeholders, including the firm’s internal management and external investors.

In the Fundamentals of Financial Reporting course, you will learn how to read, understand, and analyze the core financial statements (Income Statement, Balance Sheet, Statement of Changes in Equity, and Cash Flow Statement) and the supplementary financial information (Management Discussions and Analysis, Audit Reports, Notes to the Financial Statements, etc.) published in the Annual Report of a company.

We examine the key aspects of revenue and expense recognition, learn how to calculate EPS and DEPS, distinguish between operating and non-operating components of the Income Statement, and much more.

The Fundamentals of Financial Reporting course covers the specifics of the major current and non-current assets and liabilities and how to evaluate a company’s liquidity and solvency positions.
You will learn to construct a Cash Flow Statement in Excel, convert cash flows from the Indirect to the Direct method, and the difference between Free Cash Flow to the Firm (FCFF) and Free Cash Flow to Equity (FCFE).
We also introduce the concept of “quality” of financial reporting and discuss the possible motivations for low-quality financial reports, the Fraud Triangle, and the most common accounting warning signs.

Sign up now to master your financial reporting skills and take you finance career to the next level!","This course is designed to equip you with the knowledge and skills necessary to effectively read, analyze, and interpret financial statements. You will learn to confidently navigate the complex world of financial reporting, evaluate a company's financial health, identify potential risks, and make strategic financial decisions.",excel,financial analysis,Being able to understand the financial statements of a company means that you can read the story of its business operations.,629,Introduction to Financial Statements Analysis and Financial Reporting,"In this section, we introduce the main financial statements and supplementary sources of information used in financial analysis. Next, we explain why auditors provide an opinion on published financial information and what the main types of audit reports are. Last but not least, we discuss the importance of setting financial reporting standards and examine the elements of the IASB Conceptual Framework for Financial Reporting."
79,Fundamentals of Financial Reporting,fundamentals-of-financial-reporting,"True and fair financial reports are crucial for the financial operations of companies from all industries. They provide valuable business performance information to a wide range of stakeholders, including the firm’s internal management and external investors.

In the Fundamentals of Financial Reporting course, you will learn how to read, understand, and analyze the core financial statements (Income Statement, Balance Sheet, Statement of Changes in Equity, and Cash Flow Statement) and the supplementary financial information (Management Discussions and Analysis, Audit Reports, Notes to the Financial Statements, etc.) published in the Annual Report of a company.

We examine the key aspects of revenue and expense recognition, learn how to calculate EPS and DEPS, distinguish between operating and non-operating components of the Income Statement, and much more.

The Fundamentals of Financial Reporting course covers the specifics of the major current and non-current assets and liabilities and how to evaluate a company’s liquidity and solvency positions.
You will learn to construct a Cash Flow Statement in Excel, convert cash flows from the Indirect to the Direct method, and the difference between Free Cash Flow to the Firm (FCFF) and Free Cash Flow to Equity (FCFE).
We also introduce the concept of “quality” of financial reporting and discuss the possible motivations for low-quality financial reports, the Fraud Triangle, and the most common accounting warning signs.

Sign up now to master your financial reporting skills and take you finance career to the next level!","This course is designed to equip you with the knowledge and skills necessary to effectively read, analyze, and interpret financial statements. You will learn to confidently navigate the complex world of financial reporting, evaluate a company's financial health, identify potential risks, and make strategic financial decisions.",excel,financial analysis,Being able to understand the financial statements of a company means that you can read the story of its business operations.,630,Understanding the Income Statement,"This section of the financial reporting course is dedicated to the Income Statement. We explore and give examples of the main Income Statement items—gross and net revenue, Cost of Goods Sold (COGS), Selling, General and Administrative expenses (SG&A), payroll expenses, interest, taxes, and others. We show you how to calculate different levels of profitability, Earnings per Share (EPS), and Diluted Earnings per Share (DEPS). Last but not least, we examine the items that are included in the Other Comprehensive Income section."
79,Fundamentals of Financial Reporting,fundamentals-of-financial-reporting,"True and fair financial reports are crucial for the financial operations of companies from all industries. They provide valuable business performance information to a wide range of stakeholders, including the firm’s internal management and external investors.

In the Fundamentals of Financial Reporting course, you will learn how to read, understand, and analyze the core financial statements (Income Statement, Balance Sheet, Statement of Changes in Equity, and Cash Flow Statement) and the supplementary financial information (Management Discussions and Analysis, Audit Reports, Notes to the Financial Statements, etc.) published in the Annual Report of a company.

We examine the key aspects of revenue and expense recognition, learn how to calculate EPS and DEPS, distinguish between operating and non-operating components of the Income Statement, and much more.

The Fundamentals of Financial Reporting course covers the specifics of the major current and non-current assets and liabilities and how to evaluate a company’s liquidity and solvency positions.
You will learn to construct a Cash Flow Statement in Excel, convert cash flows from the Indirect to the Direct method, and the difference between Free Cash Flow to the Firm (FCFF) and Free Cash Flow to Equity (FCFE).
We also introduce the concept of “quality” of financial reporting and discuss the possible motivations for low-quality financial reports, the Fraud Triangle, and the most common accounting warning signs.

Sign up now to master your financial reporting skills and take you finance career to the next level!","This course is designed to equip you with the knowledge and skills necessary to effectively read, analyze, and interpret financial statements. You will learn to confidently navigate the complex world of financial reporting, evaluate a company's financial health, identify potential risks, and make strategic financial decisions.",excel,financial analysis,Being able to understand the financial statements of a company means that you can read the story of its business operations.,631,Understanding the Balance Sheet,"Here, we cover in detail the main Balance Sheet elements - current and non-current assets and liabilities and shareholders’ equity. We explore different measurement bases of these elements (historical cost, current cost, fair value, etc.) and explain what a Common-Size Balance Sheet is. Lastly, we calculate and interpret some liquidity and solvency ratios."
79,Fundamentals of Financial Reporting,fundamentals-of-financial-reporting,"True and fair financial reports are crucial for the financial operations of companies from all industries. They provide valuable business performance information to a wide range of stakeholders, including the firm’s internal management and external investors.

In the Fundamentals of Financial Reporting course, you will learn how to read, understand, and analyze the core financial statements (Income Statement, Balance Sheet, Statement of Changes in Equity, and Cash Flow Statement) and the supplementary financial information (Management Discussions and Analysis, Audit Reports, Notes to the Financial Statements, etc.) published in the Annual Report of a company.

We examine the key aspects of revenue and expense recognition, learn how to calculate EPS and DEPS, distinguish between operating and non-operating components of the Income Statement, and much more.

The Fundamentals of Financial Reporting course covers the specifics of the major current and non-current assets and liabilities and how to evaluate a company’s liquidity and solvency positions.
You will learn to construct a Cash Flow Statement in Excel, convert cash flows from the Indirect to the Direct method, and the difference between Free Cash Flow to the Firm (FCFF) and Free Cash Flow to Equity (FCFE).
We also introduce the concept of “quality” of financial reporting and discuss the possible motivations for low-quality financial reports, the Fraud Triangle, and the most common accounting warning signs.

Sign up now to master your financial reporting skills and take you finance career to the next level!","This course is designed to equip you with the knowledge and skills necessary to effectively read, analyze, and interpret financial statements. You will learn to confidently navigate the complex world of financial reporting, evaluate a company's financial health, identify potential risks, and make strategic financial decisions.",excel,financial analysis,Being able to understand the financial statements of a company means that you can read the story of its business operations.,632,Understanding the Cash Flow Statement,"This section of the financial reporting course is dedicated to the specifics of the Cash Flow Statement. You will learn how to prepare a Cash Flow Statement using the direct and indirect methods and how to convert from one to the other. We also show you what a Common-Size Cash Flow Statement looks like and how to calculate the Free Cash Flow to the Firm (FCFF), Free Cash Flow to Equity (FCFE), and other cash flow ratios."
79,Fundamentals of Financial Reporting,fundamentals-of-financial-reporting,"True and fair financial reports are crucial for the financial operations of companies from all industries. They provide valuable business performance information to a wide range of stakeholders, including the firm’s internal management and external investors.

In the Fundamentals of Financial Reporting course, you will learn how to read, understand, and analyze the core financial statements (Income Statement, Balance Sheet, Statement of Changes in Equity, and Cash Flow Statement) and the supplementary financial information (Management Discussions and Analysis, Audit Reports, Notes to the Financial Statements, etc.) published in the Annual Report of a company.

We examine the key aspects of revenue and expense recognition, learn how to calculate EPS and DEPS, distinguish between operating and non-operating components of the Income Statement, and much more.

The Fundamentals of Financial Reporting course covers the specifics of the major current and non-current assets and liabilities and how to evaluate a company’s liquidity and solvency positions.
You will learn to construct a Cash Flow Statement in Excel, convert cash flows from the Indirect to the Direct method, and the difference between Free Cash Flow to the Firm (FCFF) and Free Cash Flow to Equity (FCFE).
We also introduce the concept of “quality” of financial reporting and discuss the possible motivations for low-quality financial reports, the Fraud Triangle, and the most common accounting warning signs.

Sign up now to master your financial reporting skills and take you finance career to the next level!","This course is designed to equip you with the knowledge and skills necessary to effectively read, analyze, and interpret financial statements. You will learn to confidently navigate the complex world of financial reporting, evaluate a company's financial health, identify potential risks, and make strategic financial decisions.",excel,financial analysis,Being able to understand the financial statements of a company means that you can read the story of its business operations.,633,The Importance of Financial Reporting Quality,"Knowing the main elements in the core financial statements gives you a broader perspective of financial reporting. In this section of The Fundamentals of Financial Reporting course, we define the “quality” of financial reporting and introduce a spectrum for assessing it. Some of the other topics we cover in this section include Conservative vs. Aggressive accounting practices, the Fraud Triangle, and the typical accounting warning signs."
80,Building a 3-Statement Model in Excel,building-a-3-statement-model-in-excel,"In this practical course, you will learn to build a 3-statement financial model in Excel. Starting from the basic accounting transactions, we show you how specific business activities affect a company‘s performance and financial statements.

We will illustrate how to apply the double-entry principle of accounting and how to link the Income Statement, Balance Sheet, and Cash Flow Statement in a single comprehensive financial model.
We also teach you to prepare a financial statements framework and then add a forecast period. This will enable you to add different scenarios and project a company’s financial performance under various assumptions.

Moreover, you will learn how to structure fixed assets roll-forward, financial liabilities, and equity schedules and link them to the Income Statement, Balance Sheet, and Cash Flow Statement. 
Knowing how to create a 3-statement financial model in Excel will help you analyze the published historical information of a company and prepare the budget and forecast in the same format. This is an important skill for accountants, financial analysts, FP&A professionals, and everyone who participates in business decision-making.

Enrol now to master your financial modeling skills to the next level!","Take your financial modeling skills to the next level! In this hands-on course, you will learn to create an Income Statement, Balance Sheet, and Cash Flow Statement from scratch and prepare a comprehensive forecast model in Excel.",excel,financial analysis,"The 3-Statement Model is the building block in financial analysis on which more complicated models, such as sensitivity and scenario analysis, are built.",634,Introduction,"In this introductory lesson, you will get acquainted with the purpose and content of this course—building a complete 3-statement model in Excel. You will meet your instructor who will introduce you to the upcoming exercise."
80,Building a 3-Statement Model in Excel,building-a-3-statement-model-in-excel,"In this practical course, you will learn to build a 3-statement financial model in Excel. Starting from the basic accounting transactions, we show you how specific business activities affect a company‘s performance and financial statements.

We will illustrate how to apply the double-entry principle of accounting and how to link the Income Statement, Balance Sheet, and Cash Flow Statement in a single comprehensive financial model.
We also teach you to prepare a financial statements framework and then add a forecast period. This will enable you to add different scenarios and project a company’s financial performance under various assumptions.

Moreover, you will learn how to structure fixed assets roll-forward, financial liabilities, and equity schedules and link them to the Income Statement, Balance Sheet, and Cash Flow Statement. 
Knowing how to create a 3-statement financial model in Excel will help you analyze the published historical information of a company and prepare the budget and forecast in the same format. This is an important skill for accountants, financial analysts, FP&A professionals, and everyone who participates in business decision-making.

Enrol now to master your financial modeling skills to the next level!","Take your financial modeling skills to the next level! In this hands-on course, you will learn to create an Income Statement, Balance Sheet, and Cash Flow Statement from scratch and prepare a comprehensive forecast model in Excel.",excel,financial analysis,"The 3-Statement Model is the building block in financial analysis on which more complicated models, such as sensitivity and scenario analysis, are built.",635,Building the Model's Framework,"In this section, we start building the Excel model’s framework. You will learn how to create a mapping of the trial balance, build the Income Statement and Balance Sheet output sheets, and fill them with data using various Excel formulas. Once the historical model is complete, we add the forecast period to the side. "
80,Building a 3-Statement Model in Excel,building-a-3-statement-model-in-excel,"In this practical course, you will learn to build a 3-statement financial model in Excel. Starting from the basic accounting transactions, we show you how specific business activities affect a company‘s performance and financial statements.

We will illustrate how to apply the double-entry principle of accounting and how to link the Income Statement, Balance Sheet, and Cash Flow Statement in a single comprehensive financial model.
We also teach you to prepare a financial statements framework and then add a forecast period. This will enable you to add different scenarios and project a company’s financial performance under various assumptions.

Moreover, you will learn how to structure fixed assets roll-forward, financial liabilities, and equity schedules and link them to the Income Statement, Balance Sheet, and Cash Flow Statement. 
Knowing how to create a 3-statement financial model in Excel will help you analyze the published historical information of a company and prepare the budget and forecast in the same format. This is an important skill for accountants, financial analysts, FP&A professionals, and everyone who participates in business decision-making.

Enrol now to master your financial modeling skills to the next level!","Take your financial modeling skills to the next level! In this hands-on course, you will learn to create an Income Statement, Balance Sheet, and Cash Flow Statement from scratch and prepare a comprehensive forecast model in Excel.",excel,financial analysis,"The 3-Statement Model is the building block in financial analysis on which more complicated models, such as sensitivity and scenario analysis, are built.",636,Building a Flexible Model with Multiple Scenarios,"After building the Excel model’s framework, you will learn how to integrate multiple forecasting scenarios. In this section, we demonstrate how to use the Choose & Match, Vlookup, and Columns Excel functions to simulate forecasted results in the worst, base, and best-case scenarios. In addition, you will learn to calculate historical DSO, DPO, and DIO multiples and make relevant forecast assumptions."
80,Building a 3-Statement Model in Excel,building-a-3-statement-model-in-excel,"In this practical course, you will learn to build a 3-statement financial model in Excel. Starting from the basic accounting transactions, we show you how specific business activities affect a company‘s performance and financial statements.

We will illustrate how to apply the double-entry principle of accounting and how to link the Income Statement, Balance Sheet, and Cash Flow Statement in a single comprehensive financial model.
We also teach you to prepare a financial statements framework and then add a forecast period. This will enable you to add different scenarios and project a company’s financial performance under various assumptions.

Moreover, you will learn how to structure fixed assets roll-forward, financial liabilities, and equity schedules and link them to the Income Statement, Balance Sheet, and Cash Flow Statement. 
Knowing how to create a 3-statement financial model in Excel will help you analyze the published historical information of a company and prepare the budget and forecast in the same format. This is an important skill for accountants, financial analysts, FP&A professionals, and everyone who participates in business decision-making.

Enrol now to master your financial modeling skills to the next level!","Take your financial modeling skills to the next level! In this hands-on course, you will learn to create an Income Statement, Balance Sheet, and Cash Flow Statement from scratch and prepare a comprehensive forecast model in Excel.",excel,financial analysis,"The 3-Statement Model is the building block in financial analysis on which more complicated models, such as sensitivity and scenario analysis, are built.",637,Completing the Model,"In the last section of this practical Building a 3-statement Model in Excel course, we complete a few Balance Sheet schedules, including the fixed assets roll forward, financial liabilities, and equity schedules. Lastly, we prepare the Cash Flow Statement, and with that, we finalize the comprehensive 3-statement model in Excel."
81,Financial Ratio Analysis ,financial-ratio-analysis,"Calculating and interpreting financial ratios is a valuable skill for every seasoned financial professional. By the end of this Financial Ratio Analysis course, you will be able to understand and analyze activity, liquidity, solvency, profitability, and valuation ratios and integrate them into a comprehensive financial analysis framework in Excel.

You will learn what the ROE, P/E, EPS, ROA, and GPM abbreviations mean and how to interpret and apply them in financial analysis. We will teach you to recognize whether a company is generating sufficient profits to maintain sustainable operations or is heavily in debt and headed to insolvency. You will learn how to spot potential liquidity issues and significant cash shortages and assess whether a firm is currently under or overvalued by the market using its published financial statements and supplementary information.

Furthermore, we discuss a key technique called the DuPont Analysis, which compiles several ratios into a comprehensive financial analysis framework. This is à must-know for everyone interested in becoming a seasoned professional in the field. By the end of the Financial Ratio Analysis course, you will be able to compute financial ratios commonly employed in equity and credit analysis. You will also learn the meaning of segment reporting and how to use ratio analysis to model and forecast earnings.

We tackle several categories of financial multiples with practical examples and challenges in Excel. Most importantly, you will evaluate the financial performance and position of a real company using ratio analysis.

Sign up now to enhance your finance career and take the next step towards mastering the art of financial ratio analysis.","In this course, you will learn to evaluate a company’s financial position and overall performance using ratio analysis. We will guide you through the process of calculating and interpreting various efficiency, liquidity, solvency, profitability, and valuation multiples.",excel,financial analysis,Ratio analysis tells a story that is not readily available in the published financial statements of a company.,638,Introduction,"In this introductory section, you will meet your instructor and get acquainted with the course structure. We will examine the major tools and techniques used in financial analysis with a special focus on ratio analysis."
81,Financial Ratio Analysis ,financial-ratio-analysis,"Calculating and interpreting financial ratios is a valuable skill for every seasoned financial professional. By the end of this Financial Ratio Analysis course, you will be able to understand and analyze activity, liquidity, solvency, profitability, and valuation ratios and integrate them into a comprehensive financial analysis framework in Excel.

You will learn what the ROE, P/E, EPS, ROA, and GPM abbreviations mean and how to interpret and apply them in financial analysis. We will teach you to recognize whether a company is generating sufficient profits to maintain sustainable operations or is heavily in debt and headed to insolvency. You will learn how to spot potential liquidity issues and significant cash shortages and assess whether a firm is currently under or overvalued by the market using its published financial statements and supplementary information.

Furthermore, we discuss a key technique called the DuPont Analysis, which compiles several ratios into a comprehensive financial analysis framework. This is à must-know for everyone interested in becoming a seasoned professional in the field. By the end of the Financial Ratio Analysis course, you will be able to compute financial ratios commonly employed in equity and credit analysis. You will also learn the meaning of segment reporting and how to use ratio analysis to model and forecast earnings.

We tackle several categories of financial multiples with practical examples and challenges in Excel. Most importantly, you will evaluate the financial performance and position of a real company using ratio analysis.

Sign up now to enhance your finance career and take the next step towards mastering the art of financial ratio analysis.","In this course, you will learn to evaluate a company’s financial position and overall performance using ratio analysis. We will guide you through the process of calculating and interpreting various efficiency, liquidity, solvency, profitability, and valuation multiples.",excel,financial analysis,Ratio analysis tells a story that is not readily available in the published financial statements of a company.,639,Types of Ratios,"In this section, we show you how to calculate and interpret various financial ratios classified into five categories—activity, liquidity, solvency, profitability, and valuation ratios. We’ll take the financial statements of a real company and calculate all the multiples in real time in Excel together with you."
81,Financial Ratio Analysis ,financial-ratio-analysis,"Calculating and interpreting financial ratios is a valuable skill for every seasoned financial professional. By the end of this Financial Ratio Analysis course, you will be able to understand and analyze activity, liquidity, solvency, profitability, and valuation ratios and integrate them into a comprehensive financial analysis framework in Excel.

You will learn what the ROE, P/E, EPS, ROA, and GPM abbreviations mean and how to interpret and apply them in financial analysis. We will teach you to recognize whether a company is generating sufficient profits to maintain sustainable operations or is heavily in debt and headed to insolvency. You will learn how to spot potential liquidity issues and significant cash shortages and assess whether a firm is currently under or overvalued by the market using its published financial statements and supplementary information.

Furthermore, we discuss a key technique called the DuPont Analysis, which compiles several ratios into a comprehensive financial analysis framework. This is à must-know for everyone interested in becoming a seasoned professional in the field. By the end of the Financial Ratio Analysis course, you will be able to compute financial ratios commonly employed in equity and credit analysis. You will also learn the meaning of segment reporting and how to use ratio analysis to model and forecast earnings.

We tackle several categories of financial multiples with practical examples and challenges in Excel. Most importantly, you will evaluate the financial performance and position of a real company using ratio analysis.

Sign up now to enhance your finance career and take the next step towards mastering the art of financial ratio analysis.","In this course, you will learn to evaluate a company’s financial position and overall performance using ratio analysis. We will guide you through the process of calculating and interpreting various efficiency, liquidity, solvency, profitability, and valuation multiples.",excel,financial analysis,Ratio analysis tells a story that is not readily available in the published financial statements of a company.,640,Using Ratio Analysis in Company Evaluation,"In this section, we evaluate a company by integrating financial ratio analysis in a single comprehensive framework. We demonstrate the application of DuPont analysis, calculate and interpret ratios used in equity and credit analysis, and discuss the importance of ratio analysis in segment reporting."
81,Financial Ratio Analysis ,financial-ratio-analysis,"Calculating and interpreting financial ratios is a valuable skill for every seasoned financial professional. By the end of this Financial Ratio Analysis course, you will be able to understand and analyze activity, liquidity, solvency, profitability, and valuation ratios and integrate them into a comprehensive financial analysis framework in Excel.

You will learn what the ROE, P/E, EPS, ROA, and GPM abbreviations mean and how to interpret and apply them in financial analysis. We will teach you to recognize whether a company is generating sufficient profits to maintain sustainable operations or is heavily in debt and headed to insolvency. You will learn how to spot potential liquidity issues and significant cash shortages and assess whether a firm is currently under or overvalued by the market using its published financial statements and supplementary information.

Furthermore, we discuss a key technique called the DuPont Analysis, which compiles several ratios into a comprehensive financial analysis framework. This is à must-know for everyone interested in becoming a seasoned professional in the field. By the end of the Financial Ratio Analysis course, you will be able to compute financial ratios commonly employed in equity and credit analysis. You will also learn the meaning of segment reporting and how to use ratio analysis to model and forecast earnings.

We tackle several categories of financial multiples with practical examples and challenges in Excel. Most importantly, you will evaluate the financial performance and position of a real company using ratio analysis.

Sign up now to enhance your finance career and take the next step towards mastering the art of financial ratio analysis.","In this course, you will learn to evaluate a company’s financial position and overall performance using ratio analysis. We will guide you through the process of calculating and interpreting various efficiency, liquidity, solvency, profitability, and valuation multiples.",excel,financial analysis,Ratio analysis tells a story that is not readily available in the published financial statements of a company.,641,Ratio Analysis and Forecasting,"In the last section of the Financial Ratio Analysis course, we put everything you’ve learned so far together and illustrate how you can use ratio analysis for forecasting purposes. You will learn to evaluate a company’s historical performance and make projections about its future. In addition, we will show you how to assess potential debt and equity investments and the typical adjustments an analyst might make in order to scrutinize published financial statements."
